codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_plc,desviacion,comparacion_dlc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
285001003881,YOPAL,I.E. TERESA DE CALCUTA,56,Similar,6,Mayor,0%,13%,80%,7%,34%,46%,46%,Lectura Crítica
38500100453,YOPAL,COLEGIO SUPERIOR SAN BARTOLOME LTDA,53,Similar,0,Mayor,0%,0%,100%,0%,44%,54%,45%,Lectura Crítica
3850010047,YOPAL,INSTITUCION EDUCATIVA ISAAC NEWTON,52,Similar,0,Mayor,0%,0%,100%,0%,40%,38%,82%,Lectura Crítica
385001004581,YOPAL,LICEO CAMPESTRE ANDINO,67,Menor,8,Similar,0%,0%,44%,56%,25%,21%,22%,Lectura Crítica
385001003991,YOPAL,INSTITUTO PILOSOPHIA,59,Similar,9,Similar,0%,18%,59%,24%,26%,42%,39%,Lectura Crítica
385001003762,YOPAL,COLEGIO BETHEL,53,Similar,12,Similar,12%,18%,53%,18%,44%,48%,46%,Lectura Crítica
385001004416,YOPAL,LICEO ESCOLAR LOS ÁNGELES,62,Menor,10,Similar,0%,17%,26%,57%,25%,32%,35%,Lectura Crítica
385001004378,YOPAL,COLEGIO SAN MATEO APOSTOL,73,Menor,11,Similar,0%,0%,23%,77%,18%,15%,18%,Lectura Crítica
385001003797,YOPAL,LICEO PEDAGÓGICO COLOMBO INGLÉS,61,Similar,8,Similar,0%,15%,46%,38%,26%,41%,35%,Lectura Crítica
385001003827,YOPAL,COLEGIO RAFAEL POMBO ,62,Menor,1,Mayor,0%,0%,100%,0%,0%,42%,35%,Lectura Crítica
485001800102,YOPAL,COLEGIO CAMPESTRE HISPANO INGLES DEL CASANARE,65,Menor,7,Similar,0%,0%,57%,43%,20%,26%,31%,Lectura Crítica
219022001207,ALMAGUER,I.E. LA HERRADURA,47,Similar,6,Mayor,4%,67%,30%,0%,46%,61%,67%,Lectura Crítica
119022001172,ALMAGUER,INSTITUCION EDUCATIVA SAN LUIS,43,Similar,6,Mayor,6%,82%,12%,0%,58%,64%,68%,Lectura Crítica
219022001096,ALMAGUER,I.E. SANTA MARIA DE CAQUIONA,44,Similar,7,Similar,8%,73%,19%,0%,55%,63%,67%,Lectura Crítica
219022001185,ALMAGUER,INSTITUCION EDUCATIVA LLACUANAS,47,Similar,7,Similar,0%,71%,29%,0%,49%,57%,63%,Lectura Crítica
119022000486,ALMAGUER,I.E. NORMAL SUPERIOR SANTA CLARA,45,Similar,8,Similar,15%,56%,29%,0%,51%,63%,64%,Lectura Crítica
219022001193,ALMAGUER,INSTITUCION EDUCATIVA EL TABLON,44,Similar,7,Similar,14%,71%,14%,0%,49%,55%,67%,Lectura Crítica
219050000097,ARGELIA,I.E.T. MIGUEL ZAPATA (ANTES I.E. MIGUEL ZAPATA,48,Similar,8,Similar,3%,68%,26%,3%,49%,55%,63%,Lectura Crítica
219050000135,ARGELIA,I.E. LA BELLEZA,48,Similar,5,Mayor,0%,73%,27%,0%,36%,60%,64%,Lectura Crítica
319050004348,ARGELIA,FUNDACIÓN INTEGRAL SIGLO XXI,46,Similar,3,Mayor,0%,100%,0%,0%,54%,73%,58%,Lectura Crítica
119050000637,ARGELIA,I.E. AGRICOLA DE ARGELIA,51,Similar,7,Similar,0%,57%,40%,3%,35%,54%,60%,Lectura Crítica
219050000691,ARGELIA,I.E. SINAI,44,Similar,7,Similar,15%,69%,15%,0%,59%,65%,71%,Lectura Crítica
219050000038,ARGELIA,I.E. MARCO FIDEL NARVAEZ,49,Similar,8,Similar,5%,53%,40%,2%,49%,56%,55%,Lectura Crítica
219050000178,ARGELIA,I.E. EL DIVISO (ANTES C.E. EL DIVISO),46,Similar,8,Similar,0%,75%,25%,0%,53%,63%,65%,Lectura Crítica
219050000488,ARGELIA,I.E. PUERTO RICO,48,Similar,7,Similar,0%,67%,33%,0%,49%,58%,62%,Lectura Crítica
219075000296,BALBOA,I.E. LA PLANADA,50,Similar,9,Similar,0%,42%,58%,0%,44%,56%,55%,Lectura Crítica
219075000041,BALBOA,I.E. OLAYA (ANTES C.E. OLAYA),48,Similar,10,Similar,11%,58%,26%,5%,45%,59%,62%,Lectura Crítica
219075000211,BALBOA,I.E. LA BERMEJA,44,Similar,7,Similar,10%,79%,10%,0%,55%,66%,62%,Lectura Crítica
11907500002,BALBOA,I.E. VASCO NUÑEZ DE BALBOA,56,Similar,9,Similar,2%,27%,53%,17%,31%,45%,46%,Lectura Crítica
219075000636,BALBOA,I.E. AGRICOLA SAN ALFONSO,50,Similar,9,Similar,0%,73%,18%,9%,47%,56%,55%,Lectura Crítica
219100001103,BOLÍVAR,INST EDUC EL RODEO,48,Similar,8,Similar,6%,56%,38%,0%,48%,55%,64%,Lectura Crítica
21910000305,BOLÍVAR,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA NUESTRA SENORA DE LOS REMEDIOS,49,Similar,7,Similar,3%,53%,43%,0%,43%,55%,62%,Lectura Crítica
419100002826,BOLÍVAR,INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN,49,Similar,8,Similar,0%,72%,28%,0%,44%,55%,58%,Lectura Crítica
119100002474,BOLÍVAR,INSTITUCIÓN EDUCATIVA TECNICO DOMINGO BELISARIO GOMEZ,50,Similar,9,Similar,4%,50%,40%,6%,45%,54%,57%,Lectura Crítica
119100001214,BOLÍVAR,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,45,Similar,7,Similar,11%,68%,21%,0%,50%,67%,66%,Lectura Crítica
219100000654,BOLÍVAR,INST EDUC SAN FERNANDO DE MELCHOR,45,Similar,7,Similar,0%,83%,17%,0%,52%,65%,66%,Lectura Crítica
219100002584,BOLÍVAR,INSTITUCION EDUCATIVA SAN JOSE DEL MORRO,50,Similar,10,Similar,8%,50%,33%,8%,45%,52%,58%,Lectura Crítica
219100000433,BOLÍVAR,INSTITUCIÓN EDUCATIVA EL CARMEN,44,Similar,7,Similar,13%,75%,13%,0%,57%,69%,71%,Lectura Crítica
119100003047,BOLÍVAR,INSTITUCIÓN EDUCATIVA SANTA CATALINA DE LABOURÉ,51,Similar,8,Similar,1%,49%,47%,3%,43%,51%,56%,Lectura Crítica
219100002932,BOLÍVAR,INSTITUCIÓN EDUCATIVA AGROPECUARIA JOSÉ DOLORES DAZA,47,Similar,8,Similar,7%,59%,34%,0%,52%,62%,59%,Lectura Crítica
219100000948,BOLÍVAR,INST EDUC LA CARBONERA,47,Similar,8,Similar,5%,65%,30%,0%,44%,60%,63%,Lectura Crítica
219100002789,BOLÍVAR,INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ,45,Similar,8,Similar,11%,67%,22%,0%,53%,58%,64%,Lectura Crítica
219100001821,BOLÍVAR,INST EDUC ANDINO SAN LORENZO,46,Similar,8,Similar,14%,67%,19%,0%,54%,56%,70%,Lectura Crítica
1191100005,BUENOS AIRES,INSTITUCION EDUCATIVA MARIA AUXILIADORA,50,Similar,8,Similar,0%,50%,47%,3%,43%,54%,54%,Lectura Crítica
219110001659,BUENOS AIRES,INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ,42,Mayor,7,Similar,19%,75%,6%,0%,63%,71%,66%,Lectura Crítica
219110000458,BUENOS AIRES,I.E. MAZAMORRERO,40,Mayor,4,Mayor,22%,78%,0%,0%,67%,63%,74%,Lectura Crítica
219110000636,BUENOS AIRES,INSTITUCION EDUCATIVA PARA EL DESARROLLO INTERCULTURAL DE LAS COMUNIDADES INEDIC,40,Mayor,7,Similar,29%,71%,0%,0%,65%,63%,68%,Lectura Crítica
419110001623,BUENOS AIRES,INSTITUCION EDUCATIVA CERRO CATALINA,40,Mayor,7,Similar,20%,80%,0%,0%,66%,72%,72%,Lectura Crítica
41911000097,BUENOS AIRES,I.E. TIMBA,48,Similar,8,Similar,3%,61%,35%,0%,48%,57%,58%,Lectura Crítica
219110001691,BUENOS AIRES,INSTITUCION EDUCATIVA NUEVA VISION DE HONDURAS,40,Mayor,8,Similar,27%,61%,12%,0%,62%,69%,70%,Lectura Crítica
219110001641,BUENOS AIRES,INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI,45,Similar,7,Similar,5%,73%,23%,0%,49%,62%,66%,Lectura Crítica
219110001748,BUENOS AIRES,INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO,43,Similar,6,Mayor,0%,86%,14%,0%,50%,67%,71%,Lectura Crítica
219110000164,BUENOS AIRES,I.E. AGROAMBIENTAL LA NUEVA ESPERANZA,41,Mayor,5,Mayor,20%,80%,0%,0%,61%,72%,70%,Lectura Crítica
219110000172,BUENOS AIRES,INSTITUCION EDUCATIVA EL PORVENIR,47,Similar,7,Similar,0%,71%,29%,0%,45%,58%,64%,Lectura Crítica
119130000034,CAJIBÍO,I.E. CARMEN DE QUINTANA,47,Similar,8,Similar,5%,65%,30%,0%,50%,60%,62%,Lectura Crítica
41913000145,CAJIBÍO,INSTITUTO TECNICO AGROPECUARIO FORESTAL SMURFIT CARTON DE C.,59,Menor,8,Similar,0%,16%,66%,19%,30%,39%,44%,Lectura Crítica
219130000667,CAJIBÍO,I.E. EFRAIN OROZCO,50,Similar,8,Similar,4%,49%,43%,4%,42%,54%,59%,Lectura Crítica
419130001166,CAJIBÍO,I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO,44,Similar,6,Mayor,6%,76%,18%,0%,52%,63%,68%,Lectura Crítica
219130000497,CAJIBÍO,I.E. EL TUNEL,47,Similar,8,Similar,3%,67%,30%,0%,45%,59%,65%,Lectura Crítica
219130000527,CAJIBÍO,I.E. CASAS BAJAS (ANTES C.E. CASA BAJAS),48,Similar,9,Similar,8%,54%,38%,0%,49%,58%,56%,Lectura Crítica
219130000586,CAJIBÍO,I.E. AGROPECUARIO LA CAPILLA,51,Similar,8,Similar,0%,43%,52%,4%,40%,52%,54%,Lectura Crítica
219130003666,CAJIBÍO,I.E. NUESTRA SEÑORA DE LAS MERCEDES,47,Similar,10,Similar,17%,50%,33%,0%,56%,58%,59%,Lectura Crítica
219130000446,CAJIBÍO,I.E. LA LAGUNA DINDE ANTES (C.E. LA LAGUNA DINDE),41,Mayor,6,Mayor,13%,73%,13%,0%,59%,67%,73%,Lectura Crítica
219130001337,CAJIBÍO,I.E. AGROPECUARIA NUESTRA SEÑORA DEL CARMEN,47,Similar,8,Similar,6%,62%,29%,3%,49%,61%,63%,Lectura Crítica
219130000381,CAJIBÍO,INSTITUCIÓN EDUCATIVA LA MESETA,48,Similar,9,Similar,0%,65%,30%,5%,45%,58%,61%,Lectura Crítica
219130000926,CAJIBÍO,INSTITUCIÓN EDUCATIVA ORTEGA,47,Similar,5,Mayor,0%,78%,22%,0%,49%,63%,60%,Lectura Crítica
21913000056,CAJIBÍO,INSTITUCION EDUCATIVA SAN ANTONIO,44,Similar,7,Similar,0%,100%,0%,0%,50%,66%,71%,Lectura Crítica
219130000438,CAJIBÍO,INSTITUCIÓN EDUCATIVA ALTO MOJIBIO,49,Similar,10,Similar,0%,60%,40%,0%,51%,49%,58%,Lectura Crítica
219130000144,CAJIBÍO,INSTITUCION EDUCATIVA LA VIUDA,50,Similar,5,Mayor,0%,64%,36%,0%,36%,55%,61%,Lectura Crítica
119137000315,CALDONO,I.E. SUSANA TROCHEZ DE VIVAS,46,Similar,9,Similar,19%,44%,38%,0%,51%,59%,60%,Lectura Crítica
119137000293,CALDONO,I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK,41,Mayor,8,Similar,20%,72%,9%,0%,61%,67%,70%,Lectura Crítica
219137000883,CALDONO,INSTITUCIÓN EDUCATIVA LOS COMUNEROS,47,Similar,8,Similar,7%,59%,33%,0%,52%,59%,63%,Lectura Crítica
219137000328,CALDONO,I.E. AGROINDUSTRIAL MONTERILLA (ANTES INSTITUCION EDUCATIVA MONTERILLA),47,Similar,8,Similar,5%,60%,35%,0%,51%,60%,61%,Lectura Crítica
219137000751,CALDONO,I.E. GUILLERMO LEON VALENCIA,50,Similar,9,Similar,3%,51%,42%,4%,41%,55%,58%,Lectura Crítica
219137001162,CALDONO,INSTITUCION EDUCATIVA EMPRESARIAL CERRO ALTO (ANTES I E COMERCIAL CERRO ALTO),46,Similar,9,Similar,10%,56%,31%,3%,52%,59%,66%,Lectura Crítica
219137000018,CALDONO,I.E. EL ROSARIO ANTES (C.E. EL ROSARIO),50,Similar,8,Similar,0%,40%,50%,10%,40%,58%,57%,Lectura Crítica
119142000153,CALOTO,I.E. SAGRADA FAMILIA,56,Similar,8,Similar,0%,35%,52%,13%,32%,42%,47%,Lectura Crítica
219142000891,CALOTO,I.E.  BILINGUE DXI PADEN,47,Similar,6,Mayor,0%,71%,29%,0%,43%,64%,60%,Lectura Crítica
219142000247,CALOTO,INST ETNOEDUCATIVA TÉCNICA AGROAMBIENTAL EL CAMPO ALEGRE ANTES (C.E.R.M. CAMPO ALEGRE),39,Mayor,7,Similar,43%,57%,0%,0%,59%,74%,73%,Lectura Crítica
119142000471,CALOTO,I.E. ESCIPION JARAMILLO,46,Similar,9,Similar,10%,56%,31%,3%,50%,61%,62%,Lectura Crítica
219142000999,CALOTO,I.E. ETNOEDUCATIVO DE TOEZ,48,Similar,6,Mayor,0%,68%,32%,0%,49%,59%,59%,Lectura Crítica
219142000263,CALOTO,I.E. LA NIÑA MARIA - CRUCERO DE GUALI,44,Similar,8,Similar,16%,63%,21%,0%,53%,68%,64%,Lectura Crítica
21914200031,CALOTO,INSTITUCIÓN EDUCATIVA RURAL INTEGRADA QUINTERO,46,Similar,5,Mayor,0%,78%,22%,0%,54%,59%,65%,Lectura Crítica
219142000026,CALOTO,I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO),47,Similar,8,Similar,7%,53%,40%,0%,49%,65%,57%,Lectura Crítica
219142000336,CALOTO,I.E. COMERCIAL EL PALO,46,Similar,7,Similar,6%,65%,29%,0%,53%,61%,63%,Lectura Crítica
219142000077,CALOTO,I.E.A. ETNOEDUCATIVA EL CREO ANTES (C.E.R.M. EL CREDO),41,Mayor,7,Similar,21%,71%,7%,0%,65%,70%,65%,Lectura Crítica
11914200048,CALOTO,I.E. NUCLEO ESCOLAR RURAL CALOTO,49,Similar,9,Similar,10%,43%,47%,0%,48%,53%,57%,Lectura Crítica
219142000506,CALOTO,I.E. TEC AGROPECUARIA  LA HUELLA,43,Similar,9,Similar,13%,65%,22%,0%,53%,65%,66%,Lectura Crítica
219142000352,CALOTO,INSTITUCION EDUCATIVA TECNICA LA PALOMERA,38,Mayor,7,Similar,60%,40%,0%,0%,52%,78%,72%,Lectura Crítica
21921200069,CORINTO,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,45,Similar,7,Similar,12%,66%,22%,0%,52%,62%,68%,Lectura Crítica
119212000032,CORINTO,I.E. NUCLEO TÉCNICO AGROPECUARIO,51,Similar,7,Similar,3%,45%,50%,3%,41%,51%,56%,Lectura Crítica
219212000339,CORINTO,INSTITUCION EDUCATIVA AGROPECUARIA CARRIZALES,49,Similar,6,Mayor,0%,58%,42%,0%,42%,57%,59%,Lectura Crítica
119212000059,CORINTO,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,47,Similar,9,Similar,10%,57%,31%,2%,47%,62%,60%,Lectura Crítica
119212000369,CORINTO,INSTITUCION EDUCATIVA INCODELCA,51,Similar,9,Similar,7%,43%,44%,5%,43%,54%,53%,Lectura Crítica
219212000185,CORINTO,INSTITUCION EDUCATIVA LAS GUACAS,47,Similar,9,Similar,18%,45%,36%,0%,47%,60%,63%,Lectura Crítica
419212000371,CORINTO,LICEO EVANGÉLICO LA HEROICA,54,Similar,8,Similar,0%,33%,67%,0%,31%,52%,53%,Lectura Crítica
319256002686,EL TAMBO,INSTITUTO TECNICO AGROPECUARIO Y FORESTAL SMURFIT CARTON DE,51,Similar,7,Similar,0%,42%,58%,0%,34%,55%,58%,Lectura Crítica
219256000239,EL TAMBO,I.E. AGROPECUARIA ALTO DEL REY,46,Similar,9,Similar,7%,59%,33%,0%,52%,60%,63%,Lectura Crítica
219256000271,EL TAMBO,I.E. SEGUENGUE,50,Similar,8,Similar,0%,63%,38%,0%,44%,54%,54%,Lectura Crítica
219256000247,EL TAMBO,I.E. AGROPECUARIA URIBE,46,Similar,6,Mayor,0%,77%,23%,0%,55%,63%,59%,Lectura Crítica
119256000285,EL TAMBO,I.E. POLITECNICO FRANCISCO DE PAULA SANTANDER,54,Similar,10,Similar,5%,33%,46%,16%,38%,45%,51%,Lectura Crítica
219256000743,EL TAMBO,I.E. LA PAZ,56,Similar,7,Similar,0%,13%,88%,0%,29%,35%,55%,Lectura Crítica
219256000123,EL TAMBO,I.E. PUEBLO NUEVO CIPRÉS,44,Similar,6,Mayor,6%,72%,22%,0%,48%,65%,70%,Lectura Crítica
119256000293,EL TAMBO,I.E. SAN CARLOS,51,Similar,9,Similar,6%,40%,50%,4%,40%,50%,54%,Lectura Crítica
419256000599,EL TAMBO,I.E. FUNDACION PARA LA EDUCACION AGROPECUARIA JOSE MARIA OBANDO,50,Similar,7,Similar,0%,44%,56%,0%,48%,54%,51%,Lectura Crítica
419256002711,EL TAMBO,CORPORACION MAESTRA VIDA,45,Similar,9,Similar,0%,60%,40%,0%,56%,60%,64%,Lectura Crítica
2192560037,EL TAMBO,I.E. AGROECOLOGICO DE SEVILLA,48,Similar,9,Similar,11%,44%,44%,0%,47%,58%,63%,Lectura Crítica
119256000587,EL TAMBO,I.E. LIBORIO MEJIA,48,Similar,11,Similar,9%,56%,28%,6%,45%,59%,60%,Lectura Crítica
319256004051,EL TAMBO,CENTRO EDUCATIVOS POR CICLOS PARA ADULTOS EL TAMBO CEDCAT,48,Similar,8,Similar,0%,50%,50%,0%,41%,36%,78%,Lectura Crítica
219256003726,EL TAMBO,I.E. LOS ANAYES,43,Similar,5,Mayor,5%,85%,10%,0%,55%,66%,69%,Lectura Crítica
219256003734,EL TAMBO,I.E. DE CHISQUIO,45,Similar,5,Mayor,0%,88%,13%,0%,41%,70%,69%,Lectura Crítica
219256000662,EL TAMBO,I.E. AGROINDUSTRIAL DE QUILCACE,48,Similar,6,Mayor,0%,76%,24%,0%,49%,61%,59%,Lectura Crítica
219256000697,EL TAMBO,I.E. PIAGUA,48,Similar,8,Similar,7%,60%,33%,0%,48%,61%,59%,Lectura Crítica
219256000191,EL TAMBO,I.E. CUATRO ESQUINAS,47,Similar,9,Similar,10%,55%,35%,0%,52%,56%,65%,Lectura Crítica
219256000158,EL TAMBO,I.E. EL PLACER (ANTES C.E. EL PLACER),50,Similar,11,Similar,0%,57%,29%,14%,48%,52%,55%,Lectura Crítica
219256000042,EL TAMBO,I.E. HUISITO,48,Similar,8,Similar,0%,56%,44%,0%,49%,64%,61%,Lectura Crítica
319256004166,EL TAMBO,BACHILLERATO FORMAL DE ADULTOS DEL CAUCA - BEFAC,49,Similar,12,Similar,22%,33%,44%,0%,52%,52%,63%,Lectura Crítica
219256002657,EL TAMBO,C.E. BELEN,55,Similar,2,Mayor,0%,0%,100%,0%,21%,52%,65%,Lectura Crítica
21925600191,EL TAMBO,C.E. EL RECUERDO,42,Mayor,9,Similar,14%,71%,14%,0%,59%,71%,68%,Lectura Crítica
219256000701,EL TAMBO,I.E. PLAYA RICA,48,Similar,11,Similar,0%,33%,67%,0%,44%,54%,65%,Lectura Crítica
219256000719,EL TAMBO,C.E. PANDIGUANDO,53,Similar,14,Menor,0%,53%,40%,7%,42%,52%,54%,Lectura Crítica
219256002037,EL TAMBO,INSTITUCION EDUCATIVA EL ROSAL,44,Similar,5,Mayor,0%,100%,0%,0%,60%,58%,71%,Lectura Crítica
219256000301,EL TAMBO,INSTITUCION EDUCATIVA LA ALIANZA,49,Similar,4,Mayor,0%,75%,25%,0%,53%,46%,64%,Lectura Crítica
219256001154,EL TAMBO,C.E. NAYITA,49,Similar,16,Menor,25%,25%,25%,25%,44%,55%,60%,Lectura Crítica
419450000753,FLORENCIA,INST EDUC TORIBIO PAZ MONCAYO,50,Similar,9,Similar,4%,57%,35%,4%,44%,53%,60%,Lectura Crítica
219142000204,GUACHENÉ,I.E. INTEGRADO OBANDO,38,Mayor,5,Mayor,43%,57%,0%,0%,69%,75%,78%,Lectura Crítica
219142000239,GUACHENÉ,I.E. ECOLOGICA VEREDAS UNIDAS BARRAGÁN,45,Similar,9,Similar,14%,57%,29%,0%,59%,59%,66%,Lectura Crítica
219142000131,GUACHENÉ,I.E. LA CABAÑA,48,Similar,7,Similar,2%,68%,28%,2%,43%,58%,64%,Lectura Crítica
219142000671,GUACHENÉ,I.E. JORGE ELIÉCER GAITÁN,44,Similar,8,Similar,18%,60%,22%,0%,54%,65%,68%,Lectura Crítica
219142000328,GUACHENÉ,INSTITUCION EDUCATIVA SAN JACINTO,45,Similar,7,Similar,5%,74%,21%,0%,52%,65%,70%,Lectura Crítica
119318002115,GUAPÍ,I.E. MANUEL DE VALVERDE,43,Similar,7,Similar,18%,69%,13%,0%,57%,65%,68%,Lectura Crítica
119318000023,GUAPÍ,I.E. NORMAL SUPERIOR LA INMACULADA,45,Similar,8,Similar,10%,65%,24%,1%,50%,63%,64%,Lectura Crítica
319318001355,GUAPÍ,I.E. SAN JOSE,41,Mayor,6,Mayor,19%,71%,9%,0%,62%,67%,71%,Lectura Crítica
119318002131,GUAPÍ,I.E. SAN PEDRO Y SAN PABLO,50,Similar,7,Similar,0%,53%,47%,0%,43%,56%,60%,Lectura Crítica
219318001938,GUAPÍ,I.E. FRAY LUIS AMIGO,35,Mayor,5,Mayor,52%,48%,0%,0%,70%,76%,76%,Lectura Crítica
219318002128,GUAPÍ,I.E. SAN ANTONIO,39,Mayor,6,Mayor,31%,62%,8%,0%,63%,76%,64%,Lectura Crítica
419355000649,INZÁ,I.E. AGROPECUARIA KPI SX ZUN CALDERAS,38,Mayor,4,Mayor,29%,71%,0%,0%,64%,74%,74%,Lectura Crítica
219355000283,INZÁ,INSTITUCIÓN EDUCATIVA JIISA FXIW (ANTES CENT EDUC JIISA FXIW RESGUARDO INDIG DE YAQUIVA),48,Similar,9,Similar,0%,63%,31%,6%,47%,54%,60%,Lectura Crítica
419355000363,INZÁ,INSTITUCION EDUCATIVA SANTA ROSA,49,Similar,7,Similar,0%,58%,42%,0%,47%,55%,60%,Lectura Crítica
319355000865,INZÁ,INSTITUCION EDUCATIVA SAGRADA FAMILIA DE NAZARETH,54,Similar,10,Similar,5%,30%,45%,20%,34%,44%,51%,Lectura Crítica
219355001191,INZÁ,I.E. MICROEMPRESARIAL AGROPECUARIO SAN ANDRÉS,51,Similar,9,Similar,0%,58%,38%,4%,49%,51%,54%,Lectura Crítica
419355000479,INZÁ,I.E. EMPRESARIAL SAN JOSÉ,47,Similar,8,Similar,5%,56%,38%,0%,49%,58%,60%,Lectura Crítica
219355001212,INZÁ,I.E. PROMOCION SOCIAL GUANACAS,55,Similar,4,Mayor,0%,18%,82%,0%,37%,41%,46%,Lectura Crítica
319355000857,INZÁ,INSTITUCION EDUCATIVA INZA,54,Similar,8,Similar,0%,32%,64%,4%,38%,49%,47%,Lectura Crítica
219355001158,INZÁ,INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR,54,Similar,7,Similar,0%,35%,61%,3%,35%,44%,51%,Lectura Crítica
219355001166,INZÁ,INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA,50,Similar,8,Similar,0%,56%,42%,3%,47%,53%,56%,Lectura Crítica
219355000704,INZÁ,INSTITUCION EDUCATIVA SAN ANTONIO,45,Similar,9,Similar,0%,63%,38%,0%,54%,63%,53%,Lectura Crítica
219355001131,INZÁ,I.E. AGROAMBIENTAL A´KWE ÜUS YAT,48,Similar,5,Mayor,0%,63%,38%,0%,54%,57%,60%,Lectura Crítica
219355000411,INZÁ,I.E. SAN ISIDRO,54,Similar,9,Similar,0%,40%,47%,13%,40%,45%,50%,Lectura Crítica
219355000372,INZÁ,INSTITUCION EDUCATIVA SANTA TERESITA DEL NIÑO JESUS,46,Similar,8,Similar,13%,50%,38%,0%,49%,64%,62%,Lectura Crítica
219355001301,INZÁ,INSTITUCIÓN EDUCATIVA YU¿ KWET ZUUN,43,Similar,11,Similar,20%,40%,40%,0%,62%,75%,58%,Lectura Crítica
21936400044,JAMBALÓ,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,45,Similar,9,Similar,15%,46%,38%,0%,56%,61%,61%,Lectura Crítica
219364000458,JAMBALÓ,INSTITUCIÓN EDUCATIVA TÉCNICA KWE´SX PIYA YAT (NUESTROS SITIOS DE APRENDIZAJE),43,Similar,6,Mayor,8%,81%,11%,0%,55%,66%,68%,Lectura Crítica
119364000267,JAMBALÓ,I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO,47,Similar,9,Similar,10%,54%,31%,4%,48%,58%,57%,Lectura Crítica
219364000199,JAMBALÓ,INSTITUCION EDUCATIVA CHIMICUETO,44,Similar,6,Mayor,0%,82%,18%,0%,52%,66%,67%,Lectura Crítica
219364000105,JAMBALÓ,INSTITUCION EDUCATIVA AGROCULTURAL PARA EL DESARROLLO TERRITORIAL UUS KI´PNI KIWE,45,Similar,8,Similar,25%,50%,25%,0%,54%,61%,63%,Lectura Crítica
21936400013,JAMBALÓ,INSTITUCION EDUCATIVA KWESX U´JHTHESX UUS YATXNXI WILDER FABIAN HURTADO,44,Similar,7,Similar,13%,70%,18%,0%,55%,62%,69%,Lectura Crítica
219364000075,JAMBALÓ,INSTITUCION EDUCATIVA MARINO MESTIZO,45,Similar,10,Similar,18%,53%,24%,6%,51%,64%,65%,Lectura Crítica
219392000986,LA SIERRA,INSTITUCION EDUCATIVA NUEVA GENERACION,50,Similar,8,Similar,5%,50%,45%,0%,46%,54%,62%,Lectura Crítica
119392000221,LA SIERRA,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,53,Similar,8,Similar,0%,42%,50%,8%,39%,48%,51%,Lectura Crítica
219392000978,LA SIERRA,INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION),50,Similar,12,Similar,8%,67%,8%,17%,37%,54%,62%,Lectura Crítica
219392000081,LA SIERRA,INST EDUC PALO GRANDE BAJO ANTES (CENT EDUC PALO GRANDE BAJO),44,Similar,8,Similar,11%,78%,11%,0%,55%,59%,72%,Lectura Crítica
219392000102,LA SIERRA,INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL,54,Similar,6,Mayor,0%,40%,60%,0%,36%,47%,59%,Lectura Crítica
219397000542,LA VEGA,INSTITUCION EDUCATIVA LOS UVOS,48,Similar,8,Similar,0%,70%,30%,0%,47%,57%,61%,Lectura Crítica
219397092111,LA VEGA,INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS,45,Similar,9,Similar,11%,61%,28%,0%,52%,59%,67%,Lectura Crítica
119397092124,LA VEGA,I.E. NORMAL SUPERIOR LOS ANDES,48,Similar,8,Similar,5%,59%,32%,3%,49%,54%,61%,Lectura Crítica
219397002022,LA VEGA,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,43,Similar,6,Mayor,0%,93%,7%,0%,58%,63%,65%,Lectura Crítica
219397000411,LA VEGA,INSTITUCION EDUCATIVA SAN JOSE DE ALTAMIRA,53,Similar,10,Similar,0%,40%,40%,20%,37%,49%,53%,Lectura Crítica
219397000399,LA VEGA,INSTITUCION EDUCATIVA NUESTRA SENORA DE LA CANDELARIA,43,Similar,7,Similar,13%,63%,25%,0%,51%,73%,65%,Lectura Crítica
