codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
425377076649,LA CALERA,GIMNASIO CAMPESTRE LOS ALPES,62,Menor,9,Similar,0%,27%,62%,12%,23%,29%,49%,36%,30%,19%,Sociales y Ciudadanas
425377076754,LA CALERA,COLEGIO EL GRAN CASTILLO Y PELDAÑOS,40,Mayor,2,Mayor,50%,50%,0%,0%,60%,55%,87%,67%,83%,50%,Sociales y Ciudadanas
325377000362,LA CALERA,COLEGIO COOPERATIVO PAULO VI LA CALERA,56,Similar,12,Similar,11%,40%,37%,11%,29%,44%,44%,59%,44%,50%,Sociales y Ciudadanas
325377000494,LA CALERA,COLEGIO LA NUEVA ESPERANZA                                         ,51,Similar,11,Similar,27%,31%,42%,0%,37%,53%,63%,69%,66%,59%,Sociales y Ciudadanas
225377076593,LA CALERA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL INTEGRADO,54,Similar,12,Similar,0%,67%,25%,8%,46%,45%,58%,78%,56%,56%,Sociales y Ciudadanas
325377076709,LA CALERA,CORPORACIÓN AMERICANA DE ESTUDIOS                                  ,45,Similar,8,Similar,50%,50%,0%,0%,20%,70%,44%,N.D.,100%,67%,Sociales y Ciudadanas
225377000163,LA CALERA,INSTITUCION EDUCATIVA DEPARTAMENTAL EL SALITRE,48,Similar,9,Similar,23%,61%,16%,0%,41%,59%,58%,64%,60%,39%,Sociales y Ciudadanas
425377800029,LA CALERA,COLEGIO GEORGE WASHINGTON,55,Similar,11,Similar,12%,41%,37%,10%,33%,38%,53%,64%,44%,52%,Sociales y Ciudadanas
225386000605,LA MESA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN JAVIER,49,Similar,11,Similar,20%,50%,20%,10%,42%,58%,56%,80%,46%,55%,Sociales y Ciudadanas
325386000561,LA MESA,LIC TEQUENDAMA                                              ,50,Similar,6,Mayor,0%,67%,33%,0%,22%,60%,44%,N.D.,50%,75%,Sociales y Ciudadanas
325386000685,LA MESA,NUEVO GIMNASIO LOS OCOBOS,64,Menor,8,Similar,0%,23%,60%,17%,26%,28%,36%,45%,28%,37%,Sociales y Ciudadanas
325386000618,LA MESA,INSTITUCION EDUCATIVA DEPARTAMENTAL SABIO MUTIS,50,Similar,11,Similar,15%,50%,35%,0%,34%,51%,56%,57%,61%,47%,Sociales y Ciudadanas
225386000648,LA MESA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL ERNESTO APARICIO JARAMILLO,58,Similar,6,Mayor,0%,32%,68%,0%,23%,38%,48%,57%,34%,41%,Sociales y Ciudadanas
125386000295,LA MESA,INSTITUCION EDUCATIVA DEPTAL FRANCISCO JULIAN OLAYA ,53,Similar,9,Similar,10%,46%,44%,1%,32%,52%,54%,63%,53%,49%,Sociales y Ciudadanas
325386000626,LA MESA,LICEO CAMPESTRE                             ,58,Similar,13,Similar,13%,31%,31%,25%,15%,36%,40%,57%,35%,35%,Sociales y Ciudadanas
325386000308,LA MESA,COLEGIO AMERICANO MENNO                                         ,61,Menor,9,Similar,0%,25%,59%,16%,19%,28%,37%,56%,41%,32%,Sociales y Ciudadanas
22538600063,LA MESA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN JOAQUIN,47,Similar,12,Similar,31%,44%,24%,0%,41%,55%,59%,64%,62%,50%,Sociales y Ciudadanas
225386000427,LA MESA,INSTITUCION  EDUCATIVA RURAL DEPARTAMENTAL ANATOLI,46,Similar,12,Similar,60%,20%,20%,0%,59%,63%,70%,75%,45%,43%,Sociales y Ciudadanas
325386000693,LA MESA,COLEGIO INCADE,45,Similar,0,Mayor,0%,100%,0%,0%,0%,100%,20%,0%,80%,N.D.,Sociales y Ciudadanas
225394000436,LA PALMA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL COLEGIO BÁSICO POSTPRIMARIA RURAL EL HORTIGAL,42,Mayor,7,Mayor,40%,50%,10%,0%,45%,58%,69%,75%,56%,80%,Sociales y Ciudadanas
225394000045,LA PALMA,INSTITUCION EDUCATIVA DEPARTAMENTAL MINIPI DE QUIJANO,42,Mayor,9,Similar,50%,50%,0%,0%,58%,64%,60%,88%,55%,65%,Sociales y Ciudadanas
125394000482,LA PALMA,INSTITUCION EDUCATIVA DEPARTAMENTAL NORMAL SUPERIOR DIVINA PROVIDENCIA,48,Similar,12,Similar,39%,31%,28%,2%,46%,59%,60%,74%,58%,58%,Sociales y Ciudadanas
125394000512,LA PALMA,INSTITUCION EDUCATIVA DEPARTAMENTAL CALIXTO GAITAN,50,Similar,10,Similar,12%,47%,41%,0%,40%,51%,52%,100%,65%,50%,Sociales y Ciudadanas
125398000011,LA PEÑA,INSTITUCION EDUCATIVA DEPARTAMENTAL REPUBLICA DE COREA,47,Similar,10,Similar,34%,52%,10%,3%,33%,59%,61%,68%,51%,65%,Sociales y Ciudadanas
225398000147,LA PEÑA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL AGUABLANCA,49,Similar,7,Mayor,9%,73%,18%,0%,39%,54%,59%,36%,55%,67%,Sociales y Ciudadanas
225402003059,LA VEGA,INSTITUCION EDUCATIVA DEPARTAMENTAL EL VINO,44,Similar,10,Similar,41%,44%,16%,0%,54%,61%,61%,86%,58%,81%,Sociales y Ciudadanas
125402003062,LA VEGA,INSTITUCION EDUCATIVA DEPARTAMENTAL RICARDO HINESTROSA DAZA,48,Similar,11,Similar,25%,49%,24%,1%,38%,56%,58%,68%,58%,54%,Sociales y Ciudadanas
225402000181,LA VEGA,INSTITUCION EDUCATIVA DEPARTAMENTAL LUIS ALFONSO VALBUENA ULLOA,42,Mayor,10,Similar,44%,44%,11%,0%,46%,69%,67%,0%,52%,44%,Sociales y Ciudadanas
125407000215,LENGUAZAQUE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DEL CARMEN,48,Similar,11,Similar,22%,52%,26%,0%,37%,55%,58%,66%,58%,56%,Sociales y Ciudadanas
22540700004,LENGUAZAQUE,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL SIMÓN BOLIVAR,46,Similar,11,Similar,39%,39%,23%,0%,44%,57%,61%,57%,65%,43%,Sociales y Ciudadanas
125426000234,MACHETÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL JUAN JOSÉ NEIRA,52,Similar,11,Similar,16%,52%,28%,3%,27%,50%,54%,70%,46%,52%,Sociales y Ciudadanas
225426000115,MACHETÁ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL POSTPRIMARIA  RURAL CASADILLAS BAJO,50,Similar,14,Similar,29%,29%,43%,0%,36%,58%,43%,0%,50%,63%,Sociales y Ciudadanas
425430000706,MADRID,INSTITUTO COOPERATIVO AGROINDUSTRIAL HERNAN ECHAVARRIA OLOZAGA,57,Similar,11,Similar,17%,17%,61%,6%,30%,39%,45%,80%,20%,33%,Sociales y Ciudadanas
125430000842,MADRID,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNOLOGICO DE MADRID,51,Similar,10,Similar,14%,50%,33%,4%,37%,55%,53%,73%,57%,57%,Sociales y Ciudadanas
125430000281,MADRID,INSTITUCION EDUCATIVA DEPARTAMENTAL SERREZUELA,51,Similar,10,Similar,17%,48%,34%,2%,32%,51%,56%,58%,55%,60%,Sociales y Ciudadanas
325430000833,MADRID,COLEGIO RAFAEL POMBO,55,Similar,9,Similar,7%,69%,17%,7%,34%,48%,52%,53%,41%,41%,Sociales y Ciudadanas
325430000205,MADRID,COLEGIO SAGRADOS CORAZONES,57,Similar,10,Similar,4%,44%,44%,9%,23%,41%,48%,80%,43%,34%,Sociales y Ciudadanas
325430000795,MADRID,LICEO MODERNO ISAAC NEWTON,56,Similar,9,Similar,3%,48%,41%,7%,35%,44%,51%,70%,38%,59%,Sociales y Ciudadanas
325430000876,MADRID,COLEGIO TECNICO SANTO TOMAS,54,Similar,9,Similar,8%,42%,48%,2%,26%,49%,56%,73%,46%,46%,Sociales y Ciudadanas
325430000167,MADRID,INSTITUTO ZORAIDA CADAVID DE SIERRA,52,Similar,12,Similar,22%,33%,42%,3%,39%,50%,49%,58%,58%,58%,Sociales y Ciudadanas
32543000023,MADRID,COLEGIO GABRIEL ECHAVARRIA                                      ,63,Menor,7,Mayor,0%,18%,71%,11%,18%,22%,35%,47%,30%,40%,Sociales y Ciudadanas
32543000006,MADRID,COLEGIO AGRICOLA SAN PEDRO,53,Similar,11,Similar,11%,49%,36%,4%,35%,48%,54%,43%,48%,39%,Sociales y Ciudadanas
32543000108,MADRID,COLEGIO INTEGRADO AMERICANO                      ,51,Similar,10,Similar,22%,44%,28%,6%,39%,55%,56%,78%,55%,39%,Sociales y Ciudadanas
325430000922,MADRID,LICEO CAMPESTRE EL NOGAL                                           ,58,Similar,10,Similar,0%,39%,56%,6%,26%,42%,37%,38%,33%,27%,Sociales y Ciudadanas
325430000736,MADRID,COLEGIO PEDAGOGICO INGLES,53,Similar,10,Similar,10%,47%,40%,2%,34%,50%,52%,57%,57%,48%,Sociales y Ciudadanas
325430000931,MADRID,GIMNASIO CATÓLICO SAN NICOLÁS DE BARI,52,Similar,11,Similar,14%,48%,31%,7%,33%,50%,57%,58%,50%,52%,Sociales y Ciudadanas
425430001265,MADRID,COLEGIO SANTA ANGELA MERICI,53,Similar,10,Similar,13%,50%,38%,0%,25%,39%,57%,58%,46%,56%,Sociales y Ciudadanas
225430000014,MADRID,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN PATRICIO PUENTE DE P,47,Similar,10,Similar,30%,50%,20%,0%,42%,64%,59%,71%,50%,67%,Sociales y Ciudadanas
325430001341,MADRID,INSTITUTO TOMAS MORO,44,Similar,11,Similar,45%,42%,9%,3%,48%,67%,58%,64%,74%,80%,Sociales y Ciudadanas
325430001384,MADRID,LICEO CREATIVO LIBERTAD,50,Similar,11,Similar,22%,33%,44%,0%,32%,47%,72%,20%,56%,38%,Sociales y Ciudadanas
325430001376,MADRID,LICEO HACIENDA CASABLANCA,58,Similar,10,Similar,10%,23%,58%,10%,31%,39%,47%,48%,42%,42%,Sociales y Ciudadanas
325430001015,MADRID,GIMNASIO CONTEMPORANEO MONTESSORI,54,Similar,10,Similar,10%,30%,60%,0%,38%,53%,40%,67%,38%,25%,Sociales y Ciudadanas
325430001368,MADRID,COLEGIO FINLANDES JUAN PABLO II,50,Similar,12,Similar,24%,38%,33%,5%,38%,60%,57%,87%,58%,54%,Sociales y Ciudadanas
325430001317,MADRID,COLEGIO CAMPESTRE  LA SABANA,52,Similar,12,Similar,24%,43%,29%,5%,39%,63%,57%,57%,53%,47%,Sociales y Ciudadanas
125430800067,MADRID,INSTITUCION EDUCATIVA DEPARTAMENTAL TIBAITATA,51,Similar,10,Similar,15%,52%,30%,3%,39%,52%,54%,75%,54%,63%,Sociales y Ciudadanas
125430001415,MADRID,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA TERESA ORTIZ NUEVA,50,Similar,10,Similar,17%,57%,26%,1%,36%,55%,56%,53%,64%,54%,Sociales y Ciudadanas
125436000135,MANTA,INSTITUCION EDUCATIVA DEPARTAMENTAL DE MANTA,50,Similar,11,Similar,19%,42%,39%,0%,44%,53%,57%,60%,53%,54%,Sociales y Ciudadanas
125438000213,MEDINA,INSTITUCION EDUCATIVA ALONSO RONQUILLO,49,Similar,11,Similar,25%,49%,23%,4%,37%,63%,60%,60%,52%,58%,Sociales y Ciudadanas
225438000242,MEDINA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL GAZATAVENA,44,Similar,8,Similar,31%,62%,8%,0%,52%,65%,63%,64%,76%,85%,Sociales y Ciudadanas
225438000056,MEDINA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL SAN PEDRO DE GUAJARAY,56,Similar,15,Menor,33%,0%,67%,0%,29%,54%,44%,100%,60%,100%,Sociales y Ciudadanas
225438000226,MEDINA,INSTITUCION EDUCATIVA GAZADUJE,42,Mayor,11,Similar,71%,14%,14%,0%,52%,76%,60%,75%,71%,83%,Sociales y Ciudadanas
125483000097,NARIÑO,INSTITUCION EDUCATIVA  DEPARTAMENTAL NACIONALIZADO ANTONIO NARIÑO,43,Mayor,8,Similar,43%,48%,9%,0%,52%,74%,73%,75%,68%,56%,Sociales y Ciudadanas
125486000187,NEMOCÓN,INSTITUCION  EDUCATIVA DPTAL INTEGRADA ALFONSO LOPEZ PUMAREJO,48,Similar,10,Similar,23%,51%,25%,1%,44%,56%,61%,69%,66%,63%,Sociales y Ciudadanas
325486000151,NEMOCÓN,INST COMER  RUPERTO AGUILERA LEON                           ,49,Similar,10,Similar,18%,64%,18%,0%,39%,57%,60%,25%,60%,48%,Sociales y Ciudadanas
225486000131,NEMOCÓN,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL PATIO BONITO,49,Similar,10,Similar,25%,47%,28%,0%,42%,51%,57%,56%,60%,81%,Sociales y Ciudadanas
325486000275,NEMOCÓN,COLEGIO DE LA REAL LEGIÓN BRITÁNICA,48,Similar,12,Similar,31%,38%,31%,0%,43%,55%,57%,67%,61%,47%,Sociales y Ciudadanas
325486000259,NEMOCÓN,COLEGIO SAN FRANCISCO DE ASIS,45,Similar,7,Mayor,50%,50%,0%,0%,57%,88%,55%,100%,100%,50%,Sociales y Ciudadanas
325486800019,NEMOCÓN,COLEGIO FUNDACION SOCIAL ALBERTO MERANI,52,Similar,9,Similar,25%,25%,50%,0%,36%,67%,57%,50%,50%,67%,Sociales y Ciudadanas
225488000081,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL PUEBLO NUEVO,51,Similar,6,Mayor,0%,71%,29%,0%,38%,65%,44%,80%,45%,25%,Sociales y Ciudadanas
125488000133,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL ORESTE SINDICI,50,Similar,10,Similar,19%,51%,30%,0%,34%,58%,60%,64%,57%,53%,Sociales y Ciudadanas
225488000057,NILO,LICEO FRANCISCO JOSE DE CALDAS,62,Menor,12,Similar,8%,15%,54%,23%,22%,31%,31%,50%,21%,47%,Sociales y Ciudadanas
225488000201,NILO,INSTITUCION EDUCATIVA DEPARTAMENTAL LA ESMERALDA,48,Similar,12,Similar,34%,32%,34%,0%,34%,58%,64%,75%,56%,36%,Sociales y Ciudadanas
125489000447,NIMAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL CACIQUE ANAMAY,48,Similar,12,Similar,40%,27%,33%,0%,33%,54%,64%,88%,44%,47%,Sociales y Ciudadanas
22548900045,NIMAIMA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MISAEL PASTRANA BORRERO DE TOBIA,45,Similar,12,Similar,47%,33%,20%,0%,41%,55%,69%,88%,69%,53%,Sociales y Ciudadanas
125491000233,NOCAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL ,53,Similar,9,Similar,6%,56%,31%,6%,38%,51%,55%,43%,60%,47%,Sociales y Ciudadanas
125491000241,NOCAIMA,I.E. DEPARTAMENTAL NORMAL SUPERIOR,51,Similar,11,Similar,19%,47%,28%,6%,41%,58%,53%,74%,56%,42%,Sociales y Ciudadanas
125506000197,VENECIA,INSTITUCION EDUCATIVA DEPARTAMENTAL VENECIA,51,Similar,12,Similar,19%,42%,36%,3%,42%,55%,55%,56%,42%,70%,Sociales y Ciudadanas
125513001417,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AQUILEO PARRA,51,Similar,9,Similar,11%,57%,33%,0%,37%,56%,59%,54%,55%,63%,Sociales y Ciudadanas
12551300095,PACHO,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO XII,50,Similar,11,Similar,18%,52%,27%,3%,30%,53%,61%,76%,52%,53%,Sociales y Ciudadanas
225513001225,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SANTA INES DE PASUNCHA,45,Similar,9,Similar,40%,45%,15%,0%,39%,59%,62%,57%,64%,62%,Sociales y Ciudadanas
225513000032,PACHO,I.E.D. INSTITUTO TECNICO AGRICOLA,46,Similar,10,Similar,31%,50%,19%,0%,45%,59%,64%,71%,54%,67%,Sociales y Ciudadanas
125513001069,PACHO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA,54,Similar,10,Similar,15%,39%,41%,5%,29%,44%,52%,59%,49%,43%,Sociales y Ciudadanas
225513000776,PACHO,I.E.R.D. LIMONCITOS,44,Similar,9,Similar,31%,52%,17%,0%,47%,57%,65%,75%,56%,66%,Sociales y Ciudadanas
125518000478,PAIME,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO PAIME,46,Similar,9,Similar,34%,47%,19%,0%,46%,65%,62%,56%,58%,45%,Sociales y Ciudadanas
125518000656,PAIME,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL NACIONALIZADO TUDELA PAIME,50,Similar,10,Similar,29%,24%,47%,0%,44%,53%,58%,75%,52%,44%,Sociales y Ciudadanas
225524000247,PANDI,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SANTA HELENA,46,Similar,8,Similar,29%,50%,21%,0%,26%,61%,71%,29%,71%,33%,Sociales y Ciudadanas
125524000013,PANDI,INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JOSE DE CALDAS,48,Similar,13,Similar,29%,43%,18%,11%,45%,63%,58%,64%,52%,52%,Sociales y Ciudadanas
225530000267,PARATEBUENO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL SANTA CECILIA,55,Similar,10,Similar,8%,46%,38%,8%,25%,46%,54%,67%,43%,38%,Sociales y Ciudadanas
225530000348,PARATEBUENO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOSUÉ MANRIQUE,48,Similar,8,Similar,18%,67%,15%,0%,40%,58%,66%,54%,64%,50%,Sociales y Ciudadanas
22553000002,PARATEBUENO,I.E.D. AGRICOLA PARATEBUENO,49,Similar,10,Similar,26%,46%,26%,2%,44%,49%,60%,64%,54%,54%,Sociales y Ciudadanas
22553500001,PASCA,INSTITUCION EDUCATIVA DEPTAL ADOLFO LEON GOMEZ,45,Similar,9,Similar,31%,59%,9%,0%,37%,71%,65%,71%,52%,72%,Sociales y Ciudadanas
125535000023,PASCA,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DE LA ENCARNACION,51,Similar,10,Similar,20%,51%,27%,3%,33%,52%,58%,57%,57%,54%,Sociales y Ciudadanas
125572000238,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL  MIXTO,50,Similar,11,Similar,23%,45%,26%,6%,35%,59%,53%,59%,58%,53%,Sociales y Ciudadanas
325572000016,PUERTO SALGAR,COLEGIO CORAZONISTA,57,Similar,12,Similar,12%,28%,44%,16%,31%,44%,43%,50%,37%,39%,Sociales y Ciudadanas
125572000033,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL POLICARPA  SALAVARRIETA,47,Similar,12,Similar,38%,29%,33%,0%,37%,61%,66%,63%,59%,48%,Sociales y Ciudadanas
325572000075,PUERTO SALGAR,GIMNASIO MILITAR FAC TC FLAVIO ANGULO PIEDRAHITA,60,Menor,8,Similar,0%,29%,59%,12%,12%,35%,48%,67%,43%,55%,Sociales y Ciudadanas
125572000114,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL MIXTO ANTONIO RICAURTE,48,Similar,10,Similar,25%,52%,18%,5%,44%,56%,59%,61%,57%,52%,Sociales y Ciudadanas
22557200047,PUERTO SALGAR,INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE,45,Similar,11,Similar,47%,33%,20%,0%,37%,68%,67%,57%,54%,50%,Sociales y Ciudadanas
125580000298,PULÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADO ,50,Similar,10,Similar,17%,48%,35%,0%,34%,63%,57%,83%,64%,65%,Sociales y Ciudadanas
325592000136,QUEBRADANEGRA,INSTITUCION EDUCATIVA DEPARTAMENTAL ALFREDO VASQUEZ COBO,52,Similar,12,Similar,21%,42%,32%,5%,27%,42%,51%,50%,52%,57%,Sociales y Ciudadanas
225592000221,QUEBRADANEGRA,INSTITUCION EDUCATIVA DEPARTAMENTAL LA MAGDALENA,46,Similar,11,Similar,43%,38%,18%,3%,31%,63%,67%,35%,55%,52%,Sociales y Ciudadanas
22559400083,QUETAME,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL PUENTE QUETAME ,47,Similar,10,Similar,27%,57%,17%,0%,47%,60%,61%,64%,67%,57%,Sociales y Ciudadanas
125594000584,QUETAME,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR SANTA TERESITA,49,Similar,10,Similar,21%,53%,25%,2%,41%,51%,60%,50%,58%,69%,Sociales y Ciudadanas
225596000497,QUIPILE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOAQUIN ALFONSO MEDINA,49,Similar,10,Similar,20%,53%,27%,0%,31%,54%,66%,38%,51%,58%,Sociales y Ciudadanas
225596000314,QUIPILE,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE MANUEL DUARTE,50,Similar,12,Similar,14%,43%,43%,0%,55%,55%,56%,67%,78%,17%,Sociales y Ciudadanas
225596000411,QUIPILE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AGROPECUARIO  LA SIERRA,54,Similar,12,Similar,18%,27%,55%,0%,13%,45%,45%,40%,50%,36%,Sociales y Ciudadanas
125596000301,QUIPILE,INSTITUCION EDUCATIVA DEPTAL. JOAQUIN SABOGAL,47,Similar,9,Similar,20%,60%,20%,0%,47%,57%,58%,63%,60%,59%,Sociales y Ciudadanas
12559900006,APULO,INSTITUTO EDUCATIVO DEPARTAMENTAL ANTONIO NARINO,44,Similar,11,Similar,37%,48%,15%,0%,52%,57%,67%,58%,63%,56%,Sociales y Ciudadanas
125612000139,RICAURTE,INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO RICAURTE,46,Similar,9,Similar,36%,45%,19%,0%,44%,62%,60%,56%,69%,53%,Sociales y Ciudadanas
225645000244,SAN ANTONIO DEL TEQUENDAMA,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARIA,50,Similar,11,Similar,18%,50%,30%,2%,36%,51%,58%,57%,54%,55%,Sociales y Ciudadanas
425645000332,SAN ANTONIO DEL TEQUENDAMA,GIMNASIO CAMPESTRE EDUCACIÓN DINÁMICA,52,Similar,4,Mayor,0%,100%,0%,0%,0%,44%,50%,0%,38%,100%,Sociales y Ciudadanas
125645000258,SAN ANTONIO DEL TEQUENDAMA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN ANTONIO DEL  TEQUEND,49,Similar,12,Similar,21%,45%,32%,3%,36%,51%,61%,65%,54%,50%,Sociales y Ciudadanas
225649000435,SAN BERNARDO,INTITUCION EDUCATIVA RURAL DEPARTAMENTAL ANDES,47,Similar,9,Similar,23%,69%,8%,0%,51%,56%,71%,83%,60%,63%,Sociales y Ciudadanas
125649000341,SAN BERNARDO,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BERNARDO,55,Similar,8,Similar,4%,46%,50%,0%,25%,55%,53%,67%,43%,38%,Sociales y Ciudadanas
125649000015,SAN BERNARDO,INSTITUCION EDUCATIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR,45,Similar,10,Similar,39%,47%,13%,1%,49%,61%,62%,79%,65%,62%,Sociales y Ciudadanas
225653000032,SAN CAYETANO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL  CAMANCHA,38,Mayor,9,Similar,83%,17%,0%,0%,65%,65%,68%,100%,74%,67%,Sociales y Ciudadanas
125653000305,SAN CAYETANO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INTEGRADO SAN CAYETANO,44,Similar,11,Similar,43%,43%,11%,3%,46%,63%,59%,69%,63%,63%,Sociales y Ciudadanas
225653000041,SAN CAYETANO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL CUIBUCO,50,Similar,15,Menor,50%,13%,25%,13%,36%,66%,56%,33%,21%,60%,Sociales y Ciudadanas
125658000231,SAN FRANCISCO,INSTITUCION EDUCATIVA REPUBLICA DE FRANCIA,46,Similar,10,Similar,29%,53%,16%,2%,46%,63%,64%,59%,59%,54%,Sociales y Ciudadanas
325658000353,SAN FRANCISCO,GIMNASIO CAMPESTRE INTIMALKA,51,Similar,9,Similar,0%,67%,33%,0%,47%,48%,56%,67%,50%,33%,Sociales y Ciudadanas
225662000134,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL DIEGO URIBE VARGAS,49,Similar,11,Similar,27%,47%,27%,0%,47%,44%,52%,38%,60%,20%,Sociales y Ciudadanas
125662000156,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN JUAN DE RIOSECO,48,Similar,11,Similar,25%,53%,18%,4%,46%,60%,57%,67%,56%,65%,Sociales y Ciudadanas
225662000355,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SANTA TERESA ,49,Similar,9,Similar,30%,50%,20%,0%,37%,60%,67%,67%,65%,67%,Sociales y Ciudadanas
225662000339,SAN JUAN DE RIOSECO,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN NICOLAS,47,Similar,9,Similar,31%,50%,19%,0%,40%,60%,69%,80%,69%,67%,Sociales y Ciudadanas
125718000219,SASAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE FATIMA,48,Similar,11,Similar,26%,51%,22%,1%,40%,56%,60%,71%,58%,54%,Sociales y Ciudadanas
125718000243,SASAIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN NICOLAS,48,Similar,8,Similar,13%,71%,16%,0%,36%,61%,60%,80%,62%,37%,Sociales y Ciudadanas
225718000175,SASAIMA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN BERNARDO,46,Similar,8,Similar,19%,67%,14%,0%,39%,58%,71%,67%,63%,54%,Sociales y Ciudadanas
325736000233,SESQUILÉ,COL COOP COMERCIAL                                          ,60,Menor,12,Similar,13%,13%,56%,19%,7%,38%,40%,38%,47%,43%,Sociales y Ciudadanas
225736000051,SESQUILÉ,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL EL DORADO,47,Similar,8,Similar,23%,56%,21%,0%,40%,65%,63%,50%,55%,61%,Sociales y Ciudadanas
22573600014,SESQUILÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL MENDEZ ROZO,51,Similar,10,Similar,15%,50%,31%,4%,34%,51%,62%,50%,52%,46%,Sociales y Ciudadanas
125736000102,SESQUILÉ,INSTITUCION ED. DEPTAL CARLOS ABONDANO GONZALEZ ,53,Similar,8,Similar,9%,53%,34%,3%,39%,53%,54%,62%,50%,51%,Sociales y Ciudadanas
125740000346,SIBATÉ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL GENERAL SANTANDER,52,Similar,9,Similar,13%,52%,34%,1%,38%,54%,56%,62%,55%,56%,Sociales y Ciudadanas
225740000146,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN BENITO,53,Similar,9,Similar,17%,50%,33%,0%,35%,44%,58%,63%,54%,41%,Sociales y Ciudadanas
225740000138,SIBATÉ,INSTITUCION EDUCATIVA DEPARTAMENTAL ROMERAL,44,Similar,9,Similar,30%,60%,10%,0%,35%,63%,69%,56%,61%,81%,Sociales y Ciudadanas
